date,,,,,COST And EXPENSES,,,,,,,,EBITDA,,,,INCOME,,,,,,,,,EPS,,,,
2005-06-30_Q1,14258000000,7309000000,6949000000,0.487376,,0,4793000000,0,0,4793000000,12102000000,-231000000,,481000000,2224000000,0.155983,,2156000000,0.151213,49000000,1974000000,0.138449,582000000,1392000000,0.097629,,0.49,0.49,2700000000,2700000000
2005-03-31_Q4,14287000000,7055000000,7232000000,0.506194,,0,4690000000,0,0,4690000000,11745000000,-222000000,,475000000,2633000000,0.184293,,2542000000,0.177924,60000000,2380000000,0.166585,766000000,1614000000,0.11297,,0.59,0.59,2730000000,2730000000
2004-12-31_Q3,14452000000,6885000000,7567000000,0.523595,,0,4585000000,0,0,4585000000,11470000000,-200000000,,448000000,3085000000,0.213465,,2982000000,0.206338,55000000,2837000000,0.196305,862000000,1975000000,0.136659,,0.71,0.71,2752000000,2752000000
2004-09-30_Q2,13744000000,6623000000,7121000000,0.518117,,0,4332000000,0,0,4332000000,10955000000,-181000000,,480000000,3089000000,0.224753,,2789000000,0.202925,182000000,2790000000,0.202998,848000000,1942000000,0.141298,,0.69,0.69,2766000000,2766000000
2004-06-30_Q1,12962000000,6479000000,6483000000,0.500154,,0,4344000000,0,0,4344000000,10823000000,-175000000,,454000000,2259000000,0.174279,,2139000000,0.165021,16000000,1980000000,0.152754,606000000,1374000000,0.106002,,0.5,0.5,2772000000,2772000000
2004-03-31_Q4,13029000000,6394000000,6635000000,0.509249,,0,4332000000,0,0,4332000000,10726000000,-164000000,,422000000,2464000000,0.189117,,2303000000,0.17676,67000000,2206000000,0.169315,678000000,1528000000,0.117277,,0.55,0.55,2790000000,2790000000
2003-12-31_Q3,13221000000,6324000000,6897000000,0.52167,,0,4155000000,0,0,4155000000,10479000000,-149000000,,450000000,2923000000,0.221088,,2742000000,0.207397,29000000,2622000000,0.198321,804000000,1818000000,0.137509,,0.65,0.65,2801000000,2801000000
2003-09-30_Q2,12195000000,5879000000,6316000000,0.517917,,0,3673000000,0,0,3673000000,9552000000,-141000000,,407000000,2808000000,0.230258,,2643000000,0.216728,40000000,2542000000,0.208446,781000000,1761000000,0.144403,,0.63,0.63,2798000000,2798000000
2003-06-30_Q1,10920000000,5600000000,5316000000,0.486813,,0,3470000000,0,0,3851000000,9451000000,-136000000,,472000000,1693000000,0.155037,,1469000000,0.134524,24000000,1357000000,0.124267,402000000,955000000,0.087454,,0.43,0.43,2799000000,2799000000
2003-03-31_Q4,10656000000,5348000000,5308000000,0.498123,,0,3264000000,0,0,3351000000,8699000000,-138000000,,387000000,2105000000,0.197541,,1957000000,0.183652,37000000,1856000000,0.174174,583000000,1273000000,0.119463,,0.48,0.48,2792000000,2792000000
2002-12-31_Q3,11005000000,5406000000,5590000000,0.507951,,0,3210000000,0,0,3351000000,8757000000,-143000000,,434000000,2470000000,0.224443,,2248000000,0.204271,74000000,2179000000,0.198001,685000000,1494000000,0.135756,,0.57,0.57,2805000000,2805000000
2002-09-30_Q2,10796000000,5406000000,5395000000,0.499722,,0,3065000000,0,0,3211000000,8617000000,-144000000,,410000000,2404000000,0.222675,,2179000000,0.201834,103000000,2138000000,0.198036,674000000,1464000000,0.135606,,0.56,0.56,2815000000,2815000000
2002-06-30_Q1,10169000000,5270000000,4883000000,0.480185,,0,3217000000,0,0,3501000000,8771000000,-150000000,,505000000,1649000000,0.16216,,1398000000,0.137477,46000000,1294000000,0.127249,384000000,910000000,0.089488,,0.39,0.39,2823000000,2823000000
2002-03-31_Q4,9900000000,4963000000,4922000000,0.497172,,0,3077000000,0,0,3283000000,8246000000,-146000000,,404000000,1806000000,0.182424,,1654000000,0.167071,40000000,1548000000,0.156364,509000000,1039000000,0.104949,,0.43,0.43,2811000000,2811000000
2001-12-31_Q3,10403000000,5257000000,5132000000,0.493319,,0,3079000000,0,0,3282000000,8539000000,-150000000,,402000000,2166000000,0.208209,,1864000000,0.179179,200000000,1914000000,0.183985,615000000,1299000000,0.124868,,0.52,0.52,2803000000,2803000000
2001-09-30_Q2,9766000000,4991000000,4751000000,0.486484,,0,2679000000,0,0,3013000000,8004000000,-157000000,,382000000,1852000000,0.189638,,1762000000,0.180422,22000000,1627000000,0.166598,523000000,1104000000,0.113045,,0.49,0.49,2802000000,2802000000
2001-06-30_Q1,9582000000,6203000000,3379000000,0.35264,,0,3435000000,0,0,3435000000,9638000000,-187000000,,838000000,458000000,0.047798,,-56000000,-0.005844,50000000,-193000000,-0.020142,127000000,-320000000,-0.033396,,-0.12,-0.12,2991000000,2991000000
2001-03-31_Q4,9511000000,5175000000,4336000000,0.455893,,0,3034000000,0,0,3034000000,8209000000,-204000000,,457000000,1578000000,0.165913,,1302000000,0.136894,227000000,1325000000,0.139312,432000000,893000000,0.093891,,0.32,0.32,2810000000,2810000000
2000-12-31_Q3,10182000000,5417000000,4765000000,0.467983,,0,3054000000,0,0,3054000000,8471000000,-224000000,,473000000,2030000000,0.199371,,1711000000,0.168042,294000000,1781000000,0.174917,587000000,1194000000,0.117266,,0.42,0.42,2822000000,2822000000
2000-09-30_Q2,9969000000,5307000000,4662000000,0.46765,,0,2883000000,0,0,2883000000,8190000000,-179000000,,503000000,2027000000,0.20333,,1779000000,0.178453,103000000,1703000000,0.17083,548000000,1155000000,0.115859,,0.41,0.41,2822000000,2822000000
2000-06-30_Q1,9661000000,5418000000,4243000000,0.439188,,0,3298000000,0,0,3298000000,8716000000,-217000000,,603000000,1271000000,0.13156,,945000000,0.097816,157000000,885000000,0.091605,369000000,516000000,0.053411,,0.18,0.18,2826000000,2826000000
2000-03-31_Q4,9783000000,5327000000,4456000000,0.455484,,0,3136000000,0,0,3136000000,8463000000,-180000000,,507000000,1518000000,0.155167,,1320000000,0.134928,51000000,1191000000,0.121742,438000000,753000000,0.07697,,0.26,0.26,2853000000,2853000000
1999-12-31_Q3,10588000000,5563000000,5025000000,0.474594,,0,3183000000,0,0,3183000000,8746000000,-178000000,,563000000,2100000000,0.198338,,1842000000,0.173971,51000000,1715000000,0.161976,589000000,1126000000,0.106347,,0.39,0.39,2870000000,2870000000
1999-09-30_Q2,9919000000,5206000000,4713000000,0.475149,,0,2866000000,0,0,2866000000,8072000000,-147000000,,518000000,2116000000,0.213328,,1847000000,0.186208,45000000,1745000000,0.175925,598000000,1147000000,0.115637,,0.4,0.4,2870000000,2870000000
1999-06-30_Q1,9450000000,5652000000,3798000000,0.401905,,0,2921000000,0,0,2921000000,8573000000,-159000000,,892000000,1523000000,0.161164,,877000000,0.092804,72000000,790000000,0.083598,376000000,414000000,0.04381,,0.14,0.14,2866000000,2866000000
1999-03-31_Q4,9231000000,4901000000,4330000000,0.469072,,0,2665000000,0,0,2665000000,7566000000,-168000000,,415000000,1797000000,0.19467,,1665000000,0.18037,53000000,1550000000,0.167912,510000000,1040000000,0.112664,,0.36,0.36,2897000000,2897000000
1998-12-31_Q3,9934000000,5332000000,4602000000,0.463257,,0,2765000000,0,0,2765000000,8097000000,-166000000,,442000000,2007000000,0.202033,,1837000000,0.18492,60000000,1731000000,0.17425,589000000,1142000000,0.114959,,0.39,0.39,2903000000,2903000000
1998-09-30_Q2,9510000000,5142000000,4368000000,0.459306,,0,2494000000,0,0,2494000000,7636000000,-157000000,,399000000,2009000000,0.211251,,1874000000,0.197056,50000000,1767000000,0.185804,600000000,1167000000,0.122713,,0.4,0.4,2909000000,2909000000
1998-06-30_Q1,9277000000,5306000000,3971000000,0.428048,,0,2859000000,0,0,2859000000,8165000000,-152000000,,425000000,1286000000,0.138622,,1112000000,0.119866,53000000,1013000000,0.109195,327000000,686000000,0.073946,,0.23,0.23,2901000000,2901000000
1998-03-31_Q4,8881000000,5228000000,3653000000,0.411328,,0,2137000000,0,0,2137000000,7365000000,-134000000,,399000000,1697000000,0.191082,,1516000000,0.170701,50000000,1432000000,0.161243,471000000,961000000,0.108209,,0.33,0.33,2935000000,2935000000
1997-12-31_Q3,9641000000,5322000000,4319000000,0.447983,,0,2631000000,0,0,2631000000,7953000000,-141000000,,386000000,1839000000,0.190748,,1688000000,0.175086,47000000,1594000000,0.165336,548000000,1046000000,0.108495,,0.35,0.35,2941000000,2941000000
1997-09-30_Q2,9355000000,5208000000,4147000000,0.443292,,0,2408000000,0,0,2408000000,7616000000,-121000000,,388000000,1936000000,0.206948,,1739000000,0.18589,51000000,1669000000,0.178407,582000000,1087000000,0.116195,,0.37,0.37,2948000000,2948000000
1997-06-30_Q1,8948000000,5382000000,3566000000,0.398525,,0,2529000000,0,0,2529000000,7911000000,-105000000,,475000000,1366000000,0.15266,,1037000000,0.115892,64000000,996000000,0.11131,385000000,611000000,0.068283,,0.2,0.2,2966000000,2966000000
1997-03-31_Q4,8771000000,4983000000,3788000000,0.431878,,0,2405000000,0,0,2405000000,7388000000,-106000000,,345000000,1569000000,0.178885,,1383000000,0.157679,53000000,1330000000,0.151636,449000000,881000000,0.100445,,0.29,0.29,2972000000,2972000000
1996-12-31_Q3,9142000000,5095000000,4047000000,0.442682,,0,2526000000,0,0,2526000000,7621000000,-134000000,,338000000,1636000000,0.178954,,1521000000,0.166375,45000000,1432000000,0.15664,488000000,944000000,0.10326,,0.31,0.31,2977000000,2977000000
1996-09-30_Q2,8903000000,5050000000,3853000000,0.432775,,0,2306000000,0,0,2306000000,7356000000,-112000000,,329000000,1708000000,0.191845,,1547000000,0.173762,56000000,1491000000,0.167472,512000000,979000000,0.109963,,0.33,0.33,2981000000,2981000000
1996-06-30_Q1,8580000000,5260000000,3320000000,0.386946,,0,2485000000,0,0,2485000000,7745000000,-117000000,,383000000,1133000000,0.132051,,835000000,0.097319,149000000,867000000,0.101049,313000000,554000000,0.064569,,0.18,0.18,2997000000,2997000000
1996-03-31_Q4,8587000000,5026000000,3561000000,0.414697,,0,2368000000,0,0,2368000000,7394000000,-121000000,,324000000,1350000000,0.157214,,1193000000,0.138931,75000000,1147000000,0.133574,387000000,760000000,0.088506,,0.25,0.25,2989000000,2989000000
1995-12-31_Q3,9090000000,5265000000,3825000000,0.420792,,0,2473000000,0,0,2473000000,7738000000,-123000000,,328000000,1486000000,0.163476,,1352000000,0.148735,52000000,1281000000,0.140924,445000000,836000000,0.091969,,0.28,0.28,2992000000,2992000000
1995-09-30_Q2,9027000000,5211000000,3816000000,0.422732,,0,2381000000,0,0,2381000000,7592000000,-123000000,,323000000,1574000000,0.174366,,1435000000,0.158968,62000000,1374000000,0.15221,478000000,896000000,0.099258,,0.3,0.3,2992000000,2992000000
1995-06-30_Q1,8502000000,5197000000,3305000000,0.388732,,0,2603000000,0,0,2603000000,7800000000,-120000000,,339000000,886000000,0.104211,,702000000,0.082569,85000000,667000000,0.078452,195000000,472000000,0.055516,,0.15,0.15,2997000000,2997000000
1995-03-31_Q4,8318000000,4888000000,3430000000,0.412359,,0,2366000000,0,0,2366000000,7254000000,-124000000,,311000000,1125000000,0.135249,,1064000000,0.127915,-2000000,938000000,0.112767,307000000,631000000,0.07586,,0.21,0.21,3000000000,3000000000
1994-12-31_Q3,8485000000,4840000000,3645000000,0.429582,,0,2437000000,0,0,2437000000,7277000000,-125000000,,299000000,1333000000,0.157101,,1208000000,0.142369,76000000,1159000000,0.136594,409000000,750000000,0.088391,,0.25,0.25,2982000000,2982000000
1994-09-30_Q2,8177000000,4636000000,3541000000,0.433044,,0,2271000000,0,0,2271000000,6907000000,-119000000,,304000000,1421000000,0.17378,,1270000000,0.155314,85000000,1236000000,0.151156,444000000,792000000,0.096857,,0.26,0.26,2978000000,2978000000
1994-06-30_Q1,7503000000,4525000000,2978000000,0.396908,,0,2429000000,0,0,2429000000,6954000000,-115000000,,292000000,738000000,0.098361,,549000000,0.073171,127000000,561000000,0.07477,155000000,406000000,0.054112,,0.13,0.13,2972000000,2972000000
1994-03-31_Q4,7441000000,4208000000,3233000000,0.434485,,0,2310000000,0,0,2310000000,6518000000,-119000000,,285000000,892000000,0.119876,,923000000,0.124042,-78000000,726000000,0.097568,244000000,482000000,0.064776,,0.16,0.16,2972000000,2972000000
1993-12-31_Q3,7788000000,4394000000,3394000000,0.435799,,0,2371000000,0,0,2371000000,6765000000,-123000000,,280000000,1162000000,0.149204,,1023000000,0.131356,105000000,1005000000,0.129045,352000000,653000000,0.083847,,0.22,0.22,2975000000,2975000000
1993-09-30_Q2,7564000000,4228000000,3336000000,0.441036,,0,2251000000,0,0,2251000000,6479000000,-125000000,,277000000,1206000000,0.159439,,1085000000,0.143443,94000000,1054000000,0.139344,384000000,670000000,0.088577,,0.22,0.22,2970000000,2970000000
1993-06-30_Q1,7365000000,4420000000,2945000000,0.399864,,0,2488000000,0,0,4890000000,9310000000,-150000000,,321000000,-1766000000,-0.239783,,-1945000000,-0.264087,158000000,-1937000000,-0.263001,-718000000,-1219000000,-0.165513,,0.11,0.11,2732000000,2732000000
1993-03-31_Q4,7350000000,4348000000,3002000000,0.408435,,0,2235000000,0,0,2235000000,6583000000,-110000000,,257000000,914000000,0.124354,,767000000,0.104354,110000000,767000000,0.104354,245000000,522000000,0.07102,,0.17,0.17,2968000000,2968000000
1992-12-31_Q3,7839000000,4493000000,3346000000,0.42684,,0,2432000000,0,0,2432000000,6925000000,-131000000,,283000000,1034000000,0.131905,,914000000,0.116597,99000000,882000000,0.112514,306000000,576000000,0.073479,,0.19,0.19,2970000000,2970000000
1992-09-30_Q2,7879000000,4422000000,3457000000,0.438761,,0,2434000000,0,0,2737000000,7159000000,-141000000,,279000000,-130000000,-0.0165,,720000000,0.091382,78000000,657000000,0.083386,247000000,-515000000,-0.065364,,0.2,0.2,2968000000,2968000000
1992-06-30_Q1,7167000000,4415000000,2752000000,0.383982,,0,2338000000,0,0,2338000000,6753000000,-119000000,,273000000,651000000,0.090833,,414000000,0.057765,202000000,497000000,0.069346,158000000,339000000,0.0473,,0.11,0.11,2950000000,2950000000
1992-03-31_Q4,7483000000,4382000000,3101000000,0.414406,,0,2414000000,0,0,2414000000,6796000000,-134000000,,268000000,859000000,0.114794,,687000000,0.091808,172000000,725000000,0.096886,251000000,474000000,0.063344,,0.15,0.15,2964000000,2964000000
1991-12-31_Q3,7507000000,4368000000,3139000000,0.418143,,0,2271000000,0,0,2271000000,6639000000,-137000000,,261000000,945000000,0.125883,,868000000,0.115625,90000000,821000000,0.109365,298000000,523000000,0.069668,,0.17,0.17,2962000000,2962000000
1991-09-30_Q2,7205000000,4159000000,3046000000,0.422762,,0,2148000000,0,0,2148000000,6307000000,-120000000,,249000000,971000000,0.134768,,898000000,0.124636,64000000,842000000,0.116863,306000000,536000000,0.074393,,0.18,0.18,2958000000,2958000000
1991-06-30_Q1,6722000000,4222000000,2500000000,0.371913,,0,2089000000,0,0,2089000000,6311000000,-95000000,,232000000,578000000,0.085986,,411000000,0.061143,125000000,441000000,0.065605,137000000,304000000,0.045225,,0.09,0.09,3010000000,3010000000
1991-03-31_Q4,6795000000,4041000000,2754000000,0.405298,,0,2160000000,0,0,2160000000,6201000000,-83000000,,241000000,782000000,0.115085,,594000000,0.087417,113000000,624000000,0.091832,200000000,424000000,0.062399,,0.14,0.14,2986000000,2986000000
1990-12-31_Q3,6857000000,4027000000,2830000000,0.412717,,0,2031000000,0,0,2031000000,6058000000,-112000000,,247000000,894000000,0.130378,,799000000,0.116523,72000000,759000000,0.11069,269000000,490000000,0.07146,,0.16,0.16,2976000000,2976000000
1990-09-30_Q2,6652000000,3791000000,2861000000,0.430096,,0,1963000000,0,0,1963000000,5754000000,-105000000,,236000000,994000000,0.149429,,898000000,0.134997,70000000,863000000,0.129735,308000000,555000000,0.083434,,0.19,0.19,2952000000,2952000000
1990-06-30_Q1,6216000000,3824000000,2392000000,0.384813,,0,1926000000,0,0,1926000000,5750000000,-137000000,,229000000,501000000,0.080598,,466000000,0.074968,80000000,409000000,0.065798,125000000,284000000,0.045689,,0.09,0.09,2978000000,2978000000
1990-03-31_Q4,6123000000,3666000000,2457000000,0.401274,,0,1859000000,0,0,1859000000,5525000000,-88000000,,210000000,717000000,0.117099,,598000000,0.097665,85000000,595000000,0.097175,191000000,404000000,0.065981,,0.13,0.13,2946000000,2946000000
1989-12-31_Q3,6025000000,3812000000,2213000000,0.367303,,0,1759000000,0,0,1759000000,5571000000,-125000000,,214000000,632000000,0.104896,,454000000,0.075353,214000000,543000000,0.090124,193000000,350000000,0.058091,,0.12,0.12,2955000000,2955000000
1989-09-30_Q2,5717000000,3356000000,2361000000,0.412979,,0,1577000000,0,0,1577000000,4933000000,-92000000,,206000000,988000000,0.172818,,784000000,0.137135,182000000,874000000,0.152877,310000000,564000000,0.098653,,0.19,0.19,2949000000,2949000000
1989-06-30_Q1,5433000000,3692000000,1741000000,0.320449,,0,1471000000,0,0,1471000000,5163000000,-129000000,,767000000,918000000,0.168967,,270000000,0.049696,139000000,280000000,0.051537,109000000,171000000,0.031474,,0.06,0.06,2755000000,2755000000